source_cui,target_cui
C0023317,C4305479
C0023317,C4275019
C0023317,C3665439
C0023317,C3671783
C0023317,C3840037
C0023317,C3840043
C0023317,C3840046
C0023317,C4047970
C0023317,C3698496
C0948441,C3693350
C0948441,C0948441
C3693350,C0948441
C0948441,C0948441
C3693350,C3693350
C0948441,C0948441
C0948441,C0948441
C0948441,C0948441
C0948441,C0948441
C0948441,C0948441
C0948441,C0948441
C0948441,C0948441
C0948441,C0948441
C0948441,C0948441
C0948441,C0948441
C3693350,C3693350
C0948441,C0948441
C0948441,C0948441
C0948441,C0948441
C0948441,C0948441
C0948441,C0948441
C0948441,C0948441
C0948441,C0948441
C0948441,C0948441
C0948441,C0948441
C0948441,C0948441
C0948441,C0948441
C0948441,C0948441
C0948441,C0948441
C0948441,C0948441
C0948441,C0948441
C0948441,C0948441
C0948441,C0948441
C0948441,C0948441
C0948441,C0948441
C0948441,C0948441
C0948441,C0948441
C0948441,C0948441
C0948441,C0860009
C3693350,C0860009
C0948441,C0860009
C0948441,C0860009
C0948441,C0860009
C0867389,C0867389
C0867389,C0867389
C0867389,C0867389
C0867389,C0867389
C0867389,C0867389
C0867389,C0867389
C0867389,C0867389
C0867389,C0867389
C0867389,C0867389
C0867389,C0867389
C0867389,C0867389
C0867389,C0867389
C0008521,C0497217
C0008521,C0339383
C0008521,C0339383
C0008521,C0339383
C0008521,C0339383
C0018801,C1961112
C0018801,C1740826
C0018801,C0018801
C0018801,C0018801
C0018801,C0018801
C0018801,C0018801
C0018801,C0018801
C0018801,C0018801
C0039485,C3164863
C0039485,C2751843
C0039485,C2061818
C0039485,C2062421
C0039485,C2062421
C0039485,C2326145
C0039485,C2206328
C0039485,C2206325
C0039485,C2206299
C0039485,C2206523
C0039485,C2206528
C0039485,C2206523
C0039485,C2098108
C0039485,C2098111
C0039485,C2098177
C0039485,C2098176
C0039485,C2216209
C0039485,C2216208
C0039485,C2238481
C0039485,C2238431
C0039485,C2238482
C0039485,C2238483
C0039485,C2238535
C0039485,C2238534
C0039485,C2238536
C0039485,C2238598
C0039485,C2026258
C0039485,C2029582
C0039485,C1838062
C0039485,C1968847
C0039485,C1393928
C0039485,C1393928
C0039485,C1399562
C0039485,C1283379
C0039485,C1268978
C0039485,C0751706
C0039485,C0014556
C0039485,C5879686
C0039485,C0333667
C0039485,C0393682
C0039485,C0338452
C0039485,C0338457
C0039485,C0338451
C0039485,C0338458
C0039485,C0338456
C0039485,C0338462
C0039485,C0338459
C0039485,C0270819
C0039485,C0175196
C0039485,C5879685
C0039485,C5879686
C0039485,C5787730
C0039485,C5787883
C0039485,C5787886
C0039485,C5787884
C0039485,C5924520
C0039485,C5566252
C0039485,C5546721
C0039485,C5546800
C0039485,C5547073
C0039485,C5547177
C0039485,C5547181
C0039485,C5191318
C0039485,C4749273
C0039485,C4750853
C0039485,C4304744
C0039485,C4511904
C0039485,C4274665
C0039485,C5436954
C0039485,C4047400
C0039485,
C0015426,C2732696
C0015426,C2732696
C0015426,C2069915
C0015426,C2069898
C0015426,C2069897
C0015426,C2069912
C0015426,C2069925
C0015426,C2069924
C0015426,C2069896
C0015426,C2069914
C0015426,C2069916
C0015426,C2069944
C0015426,C1969626
C0015426,C1959612
C0015426,C0339097
C0015426,C0019917
C0015426,C0019919
C0015426,C2227491
C0015426,C2227493
C0015426,C2227490
C0015426,C2227492
C0015426,C2234417
C0015426,C2234418
C0015426,C2234419
C0015426,C2128521
C0015426,C0015426
C0015426,C2032971
C0015426,C2055708
C0015426,C1619736
C0015426,C1827304
C0015426,C1827335
C0015426,C1828015
C0015426,C1563118
C0015426,C1642398
C0015426,C1719792
C0015426,C1689997
C0015426,C1303001
C0015426,C1303000
C0015426,C1390644
C0015426,C1396002
C0015426,C1398961
C0015426,C1404179
C0015426,C1321342
C0015426,C1142491
C0015426,C1280734
C0015426,C1282204
C0015426,C1282207
C0015426,C1282222
C0015426,C0015423
C0015426,C0015424
C0015426,C1287544
C0015426,C1287545
C0015426,C1287547
C0015426,C0861170
C0015426,C0858967
C0015426,C0013592
C0015426,C0014390
C0015426,C0730570
C0015426,C0558850
C0015426,C0559044
C0015426,C0588175
C0015426,C0560024
C0015426,C0576564
C0015426,C0576563
C0015426,C0578589
C0015426,C0578590
C0015426,C0578591
C0015426,C0578663
C0015426,C0564887
C0015426,C0549322
C0015426,C0521572
C0015426,C1863872
C0015426,C0521581
C0015426,C0521580
C0015426,C0521582
C0015426,C0521734
C0015426,C0521734
C0015426,C0521738
C0015426,C0521740
C0015426,C0521741
C0015426,C0521743
C0015426,C0521742
C0015426,C0521739
C0015426,C0553840
C0015426,C0555303
C0015426,C0433978
C0015426,C0433980
C0015426,C0433981
C0015426,C0422950
C0015426,C0423121
C0015426,C0423123
C0015426,C0423125
C0015426,C0423137
C0015426,C0423131
C0015426,C0423126
C0015426,C0423138
C0015426,C0423139
C0015426,C0423149
C0015426,C0423151
C0015426,C0424844
C0015426,C0427060
C0015426,C0427088
C0015426,C0344499
C0015426,C0344503
C0015426,C0311249
C0015426,C0347418
C0015426,C0395237
C0015426,C0338534
C0015426,C0339058
C0015426,C0339075
C0015426,C0339076
C0015426,C0339089
C0015426,C0339090
C0015426,C0339094
C0015426,C0339096
C0015426,C0339095
C0015426,C0339097
C0015426,C0339098
C0015426,C0339099
C0015426,C0339100
C0015426,C0339103
C0015426,C0339107
C0015426,C0339116
C0015426,C0339117
C0015426,C0271303
C0015426,C0271310
C0015426,C0271316
C0015426,C0271319
C0015426,C0266572
C0015426,C0266576
C0015426,C0266574
C0015426,C0266578
C0015426,C0266579
C0015426,C0005741
C0015426,C0005742
C0015426,C0239460
C0015426,C0239470
C0015426,C0239849
C0015426,C0598226
C0015426,C0234659
C0015426,C0234664
C0015426,C2187340
C0015426,C0234665
C0015426,C0155175
C0015426,C0155188
C0015426,C0155190
C0015426,C0155189
C0015426,C0155193
C0015426,C0155194
C0015426,C0155191
C0015426,C0155195
C0015426,C0155196
C0015426,C0155197
C0015426,C0155198
C0015426,C0155199
C0015426,C0155206
C0015426,C0155209
C0015426,C0155212
C0015426,C0155216
C0015426,C0155218
C0015426,C0155219
C0015426,C0152226
C0015426,C0161028
C0015426,C0162285
C0015426,C0158572
C0015426,C0085690
C0015426,C5688817
C0015426,C5817761
C0015426,C5924553
C0015426,C5567134
C0015426,C5567337
C0015426,C5567362
C0015426,C5681341
C0015426,C5545368
C0015426,C5395546
C0015426,C5395913
C0015426,C5395950
C0015426,C5396383
C0015426,C5396419
C0015426,C5396711
C0015426,C4518723
C0015426,C4520498
C0015426,C4325555
C0015426,C4325555
C0015426,C4325555
C0015426,C4302143
C0015426,C4305274
C0015426,C4708172
C0015426,C4708173
C0015426,C4511760
C0015426,C4274470
C0015426,C4038858
C0015426,C3670187
C0015426,C3839504
C0015426,C3839728
C0015426,C3671780
C0015426,C3671779
C0015426,C3839898
C0015426,C3840251
C0015426,C3494620
C0015426,C3495089
C0015426,C3536661
C0027765,C1456654
C0027765,C0858896
C0027765,C0858896
C0027765,
C0027765,
C0027765,C0014544
C0027765,C0521654
C0027765,C0027765
C0027765,C0007682
C0027765,C0027765
C0027765,C0027765
C0027765,C0007682
C0027765,C0007682
C0027765,C0027765
C0027765,C0007682
C0027765,C0007682
C0027765,C0027765
C0027765,C0007682
C0857112,C0017601
C0857112,C0017601
C0857112,C0017601
C0857112,C0017601
C0857112,C0017601
C0857112,C0017601
C0857112,C0017601
C0857112,C5880019
C0857112,C5880020
C0023316,C0497217
C0023316,C0023309
C0023316,C0023309
C0023316,C0023309
C0023316,C0023309
C0023316,C0023309
C0023316,C0023309
C0023316,C0023317
C0006123,C0809995
C0006123,C0459774
C0006123,C0339438
C0036410,C2169315
C0036410,C2169821
C0036410,C2174468
C0036410,C2174470
C0036410,C2174471
C0036410,C2174474
C0036410,C2174473
C0036410,C2174472
C0036410,C2174475
C0036410,C2174469
C0036410,C2081396
C0036410,C2089848
C0036410,C2089850
C0036410,C2089849
C0036410,C2203643
C0036410,C1996958
C0036410,C1997559
C0036410,C2221372
C0036410,C2229273
C0036410,C2005446
C0036410,C2229357
C0036410,C2233633
C0036410,C2233632
C0036410,C2012644
C0036410,C2012661
C0036410,C2012643
C0036410,C2042011
C0036410,C2042010
C0036410,C2042009
C0036410,C1562170
C0036410,C1827444
C0036410,C1562618
C0036410,C1563024
C0036410,C1690024
C0036410,C1444691
C0036410,C1278890
C0036410,C1112659
C0036410,C1287574
C0036410,C1287575
C0036410,C0748536
C0036410,C0694484
C0036410,C0542514
C0036410,C0546985
C0036410,C0521677
C0036410,C0521769
C0036410,C0521768
C0036410,C0521767
C0036410,C0423266
C0036410,C0423269
C0036410,C0423271
C0036410,C0423272
C0036410,C0423273
C0036410,C0423274
C0036410,C0474348
C0036410,C0339196
C0036410,C0339199
C0036410,C0339200
C0036410,C0339198
C0036410,C0339197
C0036410,C0339202
C0036410,C0339202
C0036410,C0339201
C0036410,C0339206
C0036410,C0339208
C0036410,C0271400
C0036410,C0271402
C0036410,C0271403
C0036410,C0266554
C0036410,C0235980
C0036410,C0268356
C0036410,C0240961
C0036410,C0240962
C0036410,C0242183
C0036410,C0155090
C0036410,C0155355
C0036410,C0155359
C0036410,C0155362
C0036410,C0155360
C0036410,C0155363
C0036410,C0155361
C0036410,C0036412
C0036410,C0036416
C0036410,C5880524
C0036410,C5788227
C0036410,C5816747
C0036410,C5924554
C0036410,C5566421
C0036410,C5566422
C0036410,C5574661
C0036410,C5578029
C0036410,C5686882
C0036410,C5549804
C0036410,C5190212
C0036410,C5234913
C0036410,C0027547
C0036410,C3805297
C0036410,C3670816
C0036410,C3509198
C0042160,C2070007
C0042160,C2070006
C0042160,C2188927
C0042160,C1997434
C0042160,C2228506
C0042160,C1861303
C0042160,C1531872
C0042160,C1532134
C0042160,C1532408
C0042160,C1532781
C0042160,C1532790
C0042160,C1533046
C0042160,C1533095
C0042160,C1302433
C0042160,C1302456
C0042160,C1302506
C0042160,C1302558
C0042160,C1405500
C0042160,C1444600
C0042160,C1444604
C0042160,C1444621
C0042160,C1444625
C0042160,C1275686
C0042160,C1299910
C0042160,C1281287
C0042160,C1281935
C0042160,C1281936
C0042160,C1281939
C0042160,C1282191
C0042160,C0014238
C0042160,C0521677
C0042160,C0344534
C2228506,C0275836
C0042160,C0275836
C0042160,C0152440
C0042160,C5554420
C0042160,C4518711
C0042160,C0042164
C0042160,C0042170
C0042160,C5688808
C0042160,C5767510
C0042160,C0030343
C0042160,C5680786
C0042160,C5686215
C0042160,C5548339
C0042160,C5548340
C0042160,C5548338
C0042160,C5548345
C0042160,C5230354
C0042160,C5191717
C0042160,C5191718
C0042160,C5191719
C0042160,C5554420
C0042160,C4518725
C0042160,C4325475
C0042160,C4325507
C0042160,C4750785
C0042160,C4302400
C0042160,C3536575
C0003151,C2881110
C0003151,C3152182
C0003151,C2095895
C0003151,C2095901
C0003151,C2142895
C0003151,C0020581
C0003151,C2038310
C0003151,C2038311
C0003151,C0020641
C0003151,C2047797
C0003151,C2047796
C0003151,C1626387
C0003151,C1628499
C0003151,C1631056
C0003151,C1827116
C0003151,C1827257
C0003151,C1827796
C0003151,C1719987
C0003151,C1719986
C0003151,C1720493
C0003151,C1278887
C0003151,C1096281
C0003151,C0595921
C0003151,C0578609
C0003151,C0578608
C0003151,C0578611
C0003151,C0578612
C0003151,C0579030
C0003151,C0520722
C0003151,C0521678
C0003151,C0423275
C0003151,C0423278
C0003151,C0423277
C0003151,C0423276
C0003151,C0423280
C0003151,C0423279
C0003151,C0423281
C0003151,C0423283
C0003151,C0423293
C0003151,C0423290
C0003151,C0423285
C0003151,C0423286
C0003151,C0423291
C0003151,C0423295
C0003151,C0423294
C0003151,C0423289
C0003151,C0423288
C0003151,C0344558
C0003151,C0339324
C0003151,C0339335
C0003151,C0271004
C0003151,C0271016
C0003151,C0271128
C0003151,C0271126
C0003151,C0271127
C0003151,C0271129
C0003151,C0266546
C0003151,C0266546
C0003151,C0155070
C0003151,C0154799
C0003151,C5817359
C0003151,C5559685
C0003151,C5567920
C0003151,C5396740
C0003151,C5396737
C0003151,C5396738
C0003151,C5396742
C0003151,C4518710
C0003151,C4544051
C0003151,C3670833
C0003151,C3550569
C0003151,C0344559
C0003151,C3508125
C0600518,C0600518
C0600518,C0600518
C0600518,C0600518
C0600518,C0600518
C0600518,C0600518
C0600518,C0600518
C0600518,C0600518
C0600518,C0600518
C0600518,C0600518
C0600518,C0600518
C0600518,C0600518
C0600518,C0600518
C0600518,C0600518
C0600518,C0600518
C0600518,C0600518
C0600518,C0600518
C0600518,C0600518
C0600518,C0600518
C0600518,C0600518
C0600518,C0600518
C0600518,C0600518
C0600518,C0600518
C0600518,C0600518
C0600518,C0600518
C0600518,C0600518
C0600518,C0600518
C0600518,C0600518
C0600518,C0600518
C0600518,C0600518
C0600518,C0600518
C0600518,C0423433
C0600518,C0423433
C0600518,C0423433
C0600518,C0423433
C0600518,C0423433
C0600518,C0271066
C0600518,C0271066
C0600518,C1282044
C0600518,C0271066
C0600518,C0271066
C0600518,C0271066
C0600518,C0271066
C0600518,C0271066
C0600518,C0271066
C0600518,C0271066
C0600518,C0271066
C0600518,C5577652
C0600518,C5577652
C0600518,C5577652
C0600518,C5577652
C0600518,C5577652
C0600518,C5577652
C0600518,C3665926
C0600518,C3665926
C0600518,C3665926
C0600518,C3665926
C0600518,C3665926
C0600518,C3665926
C0600518,C3665926
C0600518,C3665926
C1504336,C1504336
C1504336,C1504336
C1504336,C1504336
C1504336,C1504336
C1504336,C1504336
C1504336,C1504336
C1504336,C1504336
C1504336,C1504336
C1504336,C1504336
C1504336,C1504336
C1504336,C1504336
C1504336,C1504336
C1504336,C1504336
C1504336,C1504336
C1504336,C1504336
C1504336,C1504336
C1504336,C0459756
C0339543,C2721588
C0339543,C2721588
C0339543,C2721588
C0339543,C2721588
C0339543,C2721588
C0339543,C2721588
C0339543,C2721588
C0339543,C2721588
C0339543,C1328521
C0339543,C1328521
C0339543,C1328521
C0339543,C1328521
C0339543,C1328521
C0339543,C1328521
C0339543,C1328521
C0339543,C1328521
C0339543,C0694575
C0339543,C0694575
C0339543,C0694575
C0339543,C0694575
C0339543,C0694575
C0339543,C0694575
C0339543,C0694575
C0339543,C0694575
C0339543,C0694575
C0339543,C0809995
C0339543,C0339438
C0339543,C0339543
C0339543,C0339543
C0339543,C0339543
C0339543,C0339543
C0339543,C0339543
C0339543,C0339543
C0339543,C0339543
C0339543,C0339543
C0339543,C0339543
C0339543,C0339543
C0339543,C0339543
C0339543,C0339543
C0339543,C0339543
C0339543,C0339543
C0339543,C0339543
C0339543,C0339543
C0339543,C0339543
C0339543,C0339543
C0339543,C0339543
C0339543,C0339543
C0339543,C0339543
C0339543,C0339543
C0339543,C0339543
C0339543,C0339543
C0339543,C0339543
C0339543,C0339543
C0339543,C0339543
C0339543,C0339543
C0339543,C0339543
C0339543,C0339543
C0339543,C0339543
C0339543,C0339543
C0339543,C0339543
C0339543,C0339543
C0339543,C0339543
C0339543,C0339543
C0339543,C0339543
C0339543,C0339543
C0339543,C0339543
C0339543,C0339543
C0339543,C0339543
C0339543,C0339543
C0339543,C0339543
C0339543,C0339543
C0339543,C0339543
C0339543,C0339543
C0339543,C0339543
C0339543,C0339543
C0339543,C0339543
C0339543,C0339543
C0339543,C0339543
C0339543,C0339543
C0339543,C0339543
C0339543,C0339543
C0339543,C0339543
C0339543,C0339543
C0339543,C0339543
C0339543,C0339543
C0339543,C0339543
C0339543,C0339543
C0339543,C0339543
C0339543,C0339543
C0339543,C0339543
C0339543,C0339543
C0339543,C0339543
C0339543,C0339543
C0339543,C0339543
C0339543,C0339543
C0339543,C0339543
C0339543,C0339543
C0339543,C0339543
C0339543,C0339543
C0339543,C0339543
C0339543,C0339543
C0339543,C0339543
C0339543,C0339543
C0339543,C0339543
C0339543,C0339543
C0339543,C0339543
C0339543,C0339543
C0339543,C0339543
C0339543,C0339543
C0339543,C0339543
C0339543,C0035298
C0339543,C3544107
C0339543,C3544107
C0339543,C3544107
C0339543,C3544107
C0339543,C3544107
C0339543,C3544107
C0154830,C0809995
C0154830,C0011884
C0154830,C0011884
C0154830,C0011884
C0154830,C0011884
C0154830,C0011884
C0154830,C0011884
C0154830,C0339438
C0344271,C0459786
C0948862,C0948862
C0948862,C0948862
C0948862,C0948862
C0948862,C0948862
C0948862,C0948862
C0948862,C0948862
C0948862,C0948862
C0948862,C0948862
C0948862,C0948862
C0948862,C0948862
C0948862,C0948862
C0948862,C0948862
C0948862,C0154845
C0948862,C0154845
C0948862,C0154845
C0948862,C0154845
C0948862,C0154845
C0948862,C0154845
C0948862,C0154846
C0948862,C0154846
C0948862,C0154846
C0948862,C0154846
C0948862,C0154846
C0948862,C0154846
C0948862,C0154846
C0948862,C0154846
C0948862,C0154846
C0948862,C0154846
C0017601,C2881045
C0017601,C2881050
C0017601,C2881129
C0017601,C2881047
C0017601,C2881052
C0017601,C2881053
C0017601,C2881051
C0017601,C2881046
C0017601,C2881049
C0017601,C2881054
C0017601,C2881048
C0017601,C2981140
C0017601,C2981140
C0017601,C2880547
C0017601,C2880550
C0017601,C2880546
C0017601,C2880545
C0017601,C2880549
C0017601,C2880548
C0017601,C2079256
C0017601,C2079257
C0017601,C2981140
C0017601,C0020302
C0017601,C0020302
C0017601,C0020302
C0017601,C0020302
C0017601,C2042170
C0017601,C2042172
C0017601,C2042171
C0017601,C2047534
C0017601,C2047533
C0017601,C0017601
C0017601,C0017601
C0017601,C0017601
C0017601,C0017601
C0017601,C0017601
C0017601,C0017601
C0017601,C0017601
C0017601,C0017601
C0017601,C0017601
C0017601,C0017601
C0017601,C0017601
C0017601,C0017601
C0017601,C0017601
C0017601,C0017601
C0017601,C0017601
C0017601,C0017601
C0017601,C0017601
C0017601,C0017601
C0017601,C0017601
C0017601,C0017601
C0017601,C0017601
C0017601,C0017601
C0017601,C0017601
C0017601,C0017601
C0017601,C0017601
C0017601,C0017601
C0017601,C0017601
C0017601,C0017601
C0017601,C0017601
C0017601,C0017601
C0017601,C0017601
C0017601,C0017601
C0017601,C0017601
C0017601,C0017601
C0017601,C0017601
C0017601,C0017601
C0017601,C0017601
C0017601,C0017601
C0017601,C0017601
C0017601,C0017601
C0017601,C0017601
C0017601,C0017601
C0017601,C0017609
C0017601,C0017609
C0017601,C0017609
C0017601,C0017609
C0017601,C0017609
C0017601,C0017609
C0017601,C0017609
C0017601,C1319184
C0017601,C1319184
C0017601,C1281928
C0017601,C1281928
C0017601,C0015392
C0017601,C0015397
C0017601,C1135189
C0017601,C0856093
C0017601,C0856093
C0017601,C0856093
C0017601,C0856093
C0017601,C0856093
C0017601,C0857112
C0017601,C0857112
C0017601,C0857112
C0017601,C0857112
C0017601,C0857112
C0017601,C0857112
C0017601,C0857112
C0017601,C0851705
C0017601,C0851705
C0017601,C0588113
C0017601,C0588113
C0017601,C0549470
C0017601,C0455343
C0017601,C0455343
C0017601,C0455397
C0017601,C0455397
C0017601,C0455517
C0017601,C0455517
C0017601,C0339572
C0017601,C0339578
C0017601,C0339578
C0017601,C0339578
C0017601,C0339578
C0017601,C0339578
C0017601,C0339578
C0017601,C0339578
C0017601,C0339579
C0017601,C0339578
C0017601,C0339580
C0017601,C0339579
C0017601,C0339579
C0017601,C0339580
C0017601,C0339580
C0017601,C0339580
C0017601,C0339579
C0017601,C0339593
C0017601,C0339593
C0017601,
C0042164,C2316289
C0042164,C1735373
C0042164,C1735373
C0042164,C1735373
C0042164,C1735373
C0042164,C1735373
C0042164,C1735373
C0042164,C0750046
C0042164,C0750046
C0042164,C0750046
C0042164,C0750046
C0042164,C0750046
C0042164,C0750046
C0042164,C0042160
C0042164,C0042164
C0042164,C0042164
C0042164,C0042164
C0042164,C0042164
C0042164,C0042164
C0042164,C0042164
C0042164,C0042164
C0042164,C0042164
C0042164,C0042164
C0042164,C0042164
C0042164,C0042164
C0042164,C0042164
C0042164,C0042164
C0042164,C0042164
C0042164,C0042164
C0042164,C0042164
C0042164,C0042164
C0042164,C0042164
C0042164,C0042164
C0042164,C0042164
C0042164,C0042164
C0042164,C0042164
C0042164,C0042164
C0042164,C0042164
C0042164,C0042164
C0042164,C0042166
C0042164,C0042166
C0042164,C0042166
C0042164,C0042166
C0042164,C0042166
C0042164,C0042166
C0042164,C0042166
C0042164,C0042166
C0042164,C0042166
C0042164,C0042166
C0042164,C0042166
C0042164,C0042166
C0042164,C0030343
C0042164,C0030343
C0042164,C0030343
C0042164,C0030343
C0042164,C0030343
C0042164,C0030343
C0042164,C0030343
C0042164,C0030343
C0042164,C0030593
C0042164,C0030593
C0042164,C0030593
C0042164,C0030593
C0042164,C0030593
C0042164,C0030593
C0042164,C0030593
C0042164,C0030593
C0042164,C5780489
C0042164,C5780489
C0042164,C5780489
C0042164,C4511656
C0042164,C3888965
C0042164,C3888965
C0042164,C3888965
C0042164,C3888965
C0042164,C3888965
C0022568,C1401569
C0022568,C0858611
C0022568,C0858611
C0022568,C0858611
C0022568,C0858611
C0299001,C0858611
C0022568,C0858611
C0022568,C0858611
C0022568,C0858611
C0022568,C0858611
C0022568,C0858611
C0022568,C0859254
C0022568,C0271264
C0299001,C0859254
C0022568,C0859254
C0022568,C0859254
C0022568,C0859254
C0022568,C0859254
C0022568,C0859254
C0022568,C0859254
C0022568,C0859254
C0022568,C0859254
C0022568,C0920192
C0299001,C0920192
C0022568,C0920192
C0022568,C0920192
C0022568,C0920192
C0022568,C0920192
C0022568,C0920192
C0022568,C0920192
C0022568,C0920192
C0022568,C0920192
C0022568,C0920192
C0022568,C0920192
C0022568,C0920192
C0022568,C0809997
C0022568,C0010031
C0022568,C0010034
C0022568,C0521714
C0022568,C0521714
C0299001,C0521714
C0022568,C0521714
C0022568,C0521714
C0022568,C0521714
C0022568,C0521714
C0022568,C0521714
C0022568,C0521714
C0022568,C0521714
C0022568,C0521714
C0022568,C0521714
C0022568,
C0022568,C0348526
C0022568,
C0022568,
C0022568,
C0022568,
C0022568,
C0022568,
C0022568,C0348526
C0022568,
C0022568,
C0022568,
C0022568,C0271263
C0022568,C0271263
C0022568,C0271263
C0299001,C0271263
C0022568,C0271263
C0022568,C0271263
C0022568,C0271263
C0022568,C0271263
C0022568,C0271263
C0022568,C0271263
C0022568,C0271263
C0022568,C0271263
C0022568,C0271263
C0022568,C0155074
C0022568,C0155074
C0022568,C0155074
C0022568,C0155074
C0022568,C0155074
C0022568,C0155074
C0022568,
C0022568,C0155074
C0022568,C0155074
C0022568,C0155074
C0022568,C0155074
C0022568,C2880228
C0022568,C0155074
C0299001,C0155074
C0022568,C0155074
C0022568,C1410434
C0022568,C0155074
C0022568,C0155077
C0022568,C0155076
C0022568,C0155074
C0022568,C0155077
C0022568,C0155076
C0022568,C0155076
C0022568,C0155076
C0022568,C0155077
C0022568,C0155077
C0022568,C0155076
C0022568,C0155077
C0022568,C0155077
C0022568,C0155076
C0022568,C0155076
C0299001,C0155077
C0022568,C0155077
C0022568,C0155076
C0022568,C0155077
C0022568,C0155077
C0299001,C0155076
C0022568,C0155076
C0022568,C0155076
C0022568,
C0022568,C0155088
C0022568,C0155090
C0022568,C0155090
C0022568,C0155090
C0022568,C0155090
C0022568,C0155090
C0022568,C0155090
C0022568,C0155090
C0299001,C0155090
C0022568,C0155090
C0022568,C0155090
C0022568,C0155090
C0022568,C0155090
C0022568,C0155090
C0022568,C0205481
C0022568,
C0022568,C5226044
C0022568,C4017721
C0022568,C4017721
C0022568,C4017721
C0022568,C4017721
C0022568,C4017721
C0022568,C4017721
C0299001,C4017721
C0022568,C4017721
C0022568,C4017721
C0022568,C4017721
C0022568,C4017721
C0022568,C4017721
C0022568,C0022568
C0022568,C0022568
C0022568,C0022568
C0022568,C0022568
C0022568,C0022568
C0022568,C0022568
C0022568,C0022568
C0022568,C0022568
C0022568,C0022568
C0022568,C0022568
C0022568,C0022568
C0022568,C0022568
C0022568,C0022568
C0022568,C0022568
C0022568,C0022568
C0022568,C0022568
C0022568,C0022568
C0022568,C0022568
C0022568,C0022568
C0022568,C0022568
C0022568,C0022568
C0022568,C0022568
C0022568,C0022568
C0022568,C0022568
C0022568,C0022568
C0022568,C0022568
C0022568,C0022568
C0022568,C0022568
C0022568,C0022568
C0022568,C0022568
C0022568,C0022568
C0022568,C0022568
C0022568,C0022568
C0022568,C0022568
C0022568,C0022568
C0022568,C0022568
C0022568,C0022568
C0022568,C0022568
C0022568,C0022568
C0022568,C0022568
C0010043,C0010031
C0010043,C0010034
C0010043,C0010043
C0010043,C0455520
C0010043,C0497217
C0010043,C0339219
C0010043,C0010043
C0010043,C0339219
C0010043,C0010043
C0010043,C0339219
C0010043,C0339219
C0010043,C0339219
C0010043,C0339219
C0010043,C0010043
C0010043,C0339219
C0010043,C0010043
C0010043,C0339219
C0010043,C0339219
C0010043,C0010043
C0010043,C0010043
C0010043,C0010043
C0010043,C0010043
C0010043,C0205481
C0013238,C0314719
C0013238,C0314719
C0013238,C0314719
C0013238,C0314719
C0013238,C0013238
C0013238,C0205481
C0013238,C0022904
C0162291,C0809995
C0162291,C0339438
C0162291,C0162291
C0162291,C0162291
C0162291,C0162291
C0162291,C0162291
C0162291,C0162291
C0162291,C0162291
C0162291,C0162291
C0162291,C0162291
C0162291,C0162291
C0162291,C0162291
C0162291,C0162291
C0162291,C0162291
C0162291,C0162291
C0162291,C0162291
C0162291,C0162291
C0162291,C0162291
C0162291,C0162291
C0162291,C0162291
C0162291,C0162291
C0162291,C0162291
C0162291,C0162291
C0162291,C0162291
C0162291,C0162291
C0162291,C0162291
C0162291,C0162291
C0162291,C0162291
C0162291,C0162291
C0162291,C0162291
C0162291,C0162291
C0162291,C0162291
C0162291,C0162291
C0162291,C0162291
C0162291,C0162291
C0162291,C0162291
C0162291,C0162291
C0162291,C0162291
C0162291,C0162291
C0162291,C0162291
C0162291,C0162291
C0162291,C0162291
C0162291,C0162291
C0162291,C0162291
C0162291,C0162291
C0162291,C0162291
C0162291,C0162291
C0162291,C0162291
C0162291,C0162291
C0162291,C0162291
C0162291,C0162291
C0162291,C0162291
C0162291,C0162291
C0162291,C0162291
C0162291,C0162291
C0162291,C0162291
C0162291,C0162291
C0162291,C0162291
C0162291,C0162291
C0162291,C0162291
C0162291,C0162291
C0162291,C0162291
C0162291,C0162291
C0162291,C0162291
C0162291,C0162291
C0162291,C0162291
C0162291,C0162291
C0162291,C0162291
C0162291,C0162291
C0162291,C0162291
C0162291,C0162291
C0162291,C0162291
C0162291,C0162291
C0162291,C0162291
C0162291,C0035298
C0162291,C4049512
C0162291,C4049512
C0162291,C4049512
C0162291,C4049512
C0162291,C4049512
C3887709,C1735375
C3887709,C1735375
C3887709,C1735375
C3887709,C1735375
C0029132,C1735375
C3887709,C1735375
C0029132,C1735375
C0029132,C0155302
C3887709,C0155302
C3887709,C0155302
C3887709,C0155302
C3887709,C0155302
C3887709,C0155302
C0029132,C0155302
C3887709,C3887709
C0029132,C0029132
C3887709,C3887709
C3887709,C3887709
C3887709,C3887709
C0029132,C0029132
C0029132,C0029132
C3887709,C3887709
C3887709,C3887709
C3887709,C3887709
C3887709,C3887709
C0029132,C0029132
C3887709,C0029132
C3887709,C3887709
C0029132,C0029132
C3887709,C3887709
C0029132,C3887709
C3887709,C3887709
C3887709,C3887709
C3887709,C3887709
C3887709,C3887709
C3887709,C3887709
C3887709,C3887709
C0029132,C0029132
C3887709,C3887709
C3887709,C3887709
C0030353,
C0030353,
C0030353,C0858612
C0030353,C0858612
C0030353,C0858612
C0030353,C0858612
C0030353,C0858613
C0030353,C0858612
C0030353,C0858613
C0030353,C4229567
C0030353,C0858613
C0030353,C0858613
C0030353,C0858613
C0030353,C0858613
C0030353,C0858613
C0030353,C0858613
C0030353,C0858613
C0030353,
